	F01	F02	F03	F04	F05	F06
GO:0042274	33	38	25	54	44	48
GO:0042275	0	0	0	0	1	0
GO:0042276	4	2	4	3	2	3
GO:0042277	22	24	15	41	45	50
GO:0042278	4	4	2	3	7	6
GO:0042279	1	1	1	1	3	2
GO:0042282	0	1	1	4	4	3
GO:0042284	1	0	0	0	0	0
GO:0042286	24	26	20	38	35	54
GO:0042292	0	0	1	1	1	1
GO:0042300	7	8	2	5	2	3
GO:0042301	4	5	5	8	16	15
GO:0042308	0	0	0	1	0	1
GO:0042310	0	0	0	0	1	0
GO:0042318	0	0	0	1	0	1
GO:0042326	0	0	1	0	2	3
GO:0042331	2	2	1	0	0	0
GO:0042335	1	2	1	1	0	0
GO:0042338	0	0	1	0	0	0
GO:0042340	1	0	0	1	0	0
GO:0042350	0	1	0	1	0	0
GO:0042351	7	13	5	27	26	27
GO:0042352	0	0	0	1	0	2
GO:0042354	0	0	1	1	0	0
GO:0042355	0	1	1	3	3	5
GO:0042361	0	0	1	0	0	0
GO:0042371	3	3	2	20	27	16
GO:0042372	1	4	4	8	2	6
GO:0042373	0	0	1	2	2	0
GO:0042376	0	0	1	0	0	0
GO:0042377	0	0	1	0	0	0
GO:0042381	0	0	0	0	1	0
GO:0042383	1	1	0	1	0	2
GO:0042391	0	2	2	1	0	3
GO:0042392	1	2	1	4	7	16
GO:0042393	1	1	1	1	4	1
GO:0042398	4	5	7	5	2	1
GO:0042400	15	13	9	8	7	14
GO:0042403	6	3	7	10	8	5
GO:0042406	0	1	2	0	4	6
GO:0042407	0	1	0	1	1	2
GO:0042409	1	0	0	3	1	0
GO:0042412	0	3	1	2	0	1
GO:0042413	13	12	6	9	3	5
GO:0042417	1	3	1	1	3	3
GO:0042420	1	2	0	1	1	0
GO:0042421	0	0	0	0	1	0
GO:0042423	0	0	1	0	0	0
GO:0042424	0	0	0	0	1	2
GO:0042425	13	7	1	3	2	3
GO:0042426	14	14	16	14	18	10
GO:0042431	0	4	1	2	2	1
GO:0042438	2	0	0	1	2	1
GO:0042445	0	1	0	0	0	0
GO:0042446	2	0	2	2	6	9
GO:0042447	1	1	0	1	1	0
GO:0042450	42	37	25	40	54	69
GO:0042462	3	4	3	3	3	2
GO:0042470	0	0	0	1	0	2
GO:0042475	0	0	0	1	0	0
GO:0042476	1	1	0	2	0	0
GO:0042487	0	0	0	1	0	0
GO:0042493	17	18	17	31	14	12
GO:0042538	2	0	0	1	1	1
GO:0042541	1	0	0	0	1	1
GO:0042542	6	4	1	5	13	12
GO:0042545	1	0	3	4	2	3
GO:0042546	0	0	0	1	1	0
GO:0042552	0	0	1	0	0	0
GO:0042555	2	0	1	3	5	9
GO:0042558	18	18	16	40	56	82
GO:0042562	1	1	0	0	0	1
GO:0042572	6	2	3	9	7	6
GO:0042573	1	0	0	0	0	0
GO:0042574	3	6	4	3	4	3
GO:0042575	0	0	0	1	0	1
GO:0042577	6	4	4	12	7	7
GO:0042578	4	7	2	2	3	2
GO:0042585	0	0	0	0	1	0
GO:0042586	21	19	10	35	33	39
GO:0042589	0	0	0	0	0	1
GO:0042593	0	0	0	2	3	1
GO:0042594	6	10	4	10	6	11
GO:0042595	0	1	2	2	0	0
GO:0042597	411	412	326	632	563	649
GO:0042601	2	1	0	7	4	7
GO:0042602	1	3	2	2	3	1
GO:0042603	3	0	0	0	0	3
GO:0042605	1	2	1	2	3	1
GO:0042619	29	24	12	15	11	9
GO:0042621	6	8	7	10	9	7
GO:0042622	1	2	0	0	0	0
GO:0042626	400	446	336	849	942	1196
GO:0042631	1	0	2	1	3	4
GO:0042632	0	0	2	4	4	1
GO:0042644	0	3	2	5	5	2
GO:0042645	4	2	3	5	3	4
GO:0042646	0	0	1	1	0	1
GO:0042651	1	2	0	0	1	1
GO:0042709	0	2	0	1	2	4
GO:0042717	6	5	8	8	5	5
GO:0042720	0	0	0	1	0	0
GO:0042726	5	5	5	4	3	3
GO:0042730	0	1	0	2	2	1
GO:0042732	13	18	15	39	78	89
GO:0042733	0	0	0	2	0	0
GO:0042734	4	2	2	4	1	4
GO:0042742	10	14	21	42	27	30
GO:0042743	0	1	0	0	3	0
GO:0042744	8	4	3	9	7	15
GO:0042750	0	0	0	0	1	0
GO:0042752	0	2	0	5	4	9
GO:0042753	0	0	0	0	1	0
GO:0042754	0	0	0	0	1	2
GO:0042755	0	0	0	0	1	0
GO:0042758	1	3	3	4	1	1
GO:0042759	1	0	1	3	5	2
GO:0042760	1	1	0	1	0	0
GO:0042761	5	2	0	0	0	0
GO:0042762	1	0	0	6	5	1
GO:0042763	2	0	2	1	0	0
GO:0042764	8	2	4	0	1	1
GO:0042766	0	0	1	1	0	0
GO:0042770	0	0	1	1	0	0
GO:0042773	97	116	77	163	149	155
GO:0042774	1	3	1	2	1	4
GO:0042775	0	0	2	1	1	1
GO:0042776	0	0	0	1	0	0
GO:0042777	22	17	20	52	97	147
GO:0042779	1	2	1	0	2	2
GO:0042780	10	11	7	12	7	4
GO:0042781	25	21	21	49	41	49
GO:0042783	0	0	1	1	0	1
GO:0042785	0	0	0	1	0	0
GO:0042788	0	0	0	0	0	1
GO:0042790	0	1	0	1	0	0
GO:0042797	0	0	1	2	4	3
GO:0042800	0	0	3	3	2	1
GO:0042802	267	314	261	509	447	498
GO:0042803	155	193	152	264	252	328
GO:0042805	0	0	0	1	0	0
GO:0042806	0	0	1	1	1	1
GO:0042807	0	2	1	0	1	0
GO:0042813	0	0	0	1	1	2
GO:0042816	3	0	0	2	0	1
GO:0042820	12	9	6	5	5	8
GO:0042823	14	10	19	27	37	48
GO:0042826	1	1	2	1	2	2
GO:0042834	27	21	19	32	22	14
GO:0042836	0	0	1	0	0	0
GO:0042838	3	2	3	4	7	9
GO:0042840	2	2	2	5	5	11
GO:0042843	7	3	2	4	6	9
GO:0042851	0	0	0	0	1	0
GO:0042853	13	12	8	14	14	22
GO:0042856	0	1	1	0	0	0
GO:0042859	0	0	0	0	1	0
GO:0042864	2	3	1	4	1	1
GO:0042866	7	4	4	8	4	3
GO:0042867	0	1	0	0	0	1
GO:0042873	2	1	1	2	2	4
GO:0042882	0	0	0	1	2	1
GO:0042883	1	3	0	1	2	1
GO:0042884	11	7	3	2	6	5
GO:0042888	2	6	2	2	3	0
GO:0042903	3	0	1	4	8	9
GO:0042906	0	0	0	0	0	1
GO:0042907	0	0	0	0	0	1
GO:0042908	10	5	5	8	3	3
GO:0042910	38	35	29	53	58	56
GO:0042912	1	0	4	1	0	0
GO:0042918	13	5	3	8	12	14
GO:0042925	1	0	0	0	0	0
GO:0042930	1	1	1	3	0	2
GO:0042931	0	1	2	0	0	2
GO:0042937	0	0	1	1	1	0
GO:0042938	17	16	9	21	29	50
GO:0042939	0	0	0	0	1	1
GO:0042941	79	95	51	198	249	282
GO:0042952	20	25	19	25	16	18
GO:0042953	54	44	37	71	61	54
GO:0042956	0	0	0	1	4	6
GO:0042958	0	0	0	0	1	0
GO:0042959	13	5	3	8	12	14
GO:0042968	0	3	2	2	1	1
GO:0042970	0	3	2	2	1	1
GO:0042972	0	0	0	1	1	0
GO:0042978	2	0	1	1	0	1
GO:0042981	7	9	5	4	2	1
GO:0042994	0	0	0	0	1	2
GO:0042995	0	4	1	0	4	7
GO:0043001	0	0	0	1	1	1
GO:0043005	4	7	1	12	8	7
GO:0043007	0	0	0	0	0	1
GO:0043009	3	1	1	1	1	0
GO:0043010	0	0	1	1	1	0
GO:0043011	0	1	0	1	0	0
GO:0043014	6	0	1	5	10	9
GO:0043021	1	0	0	0	0	0
GO:0043022	71	73	69	129	124	158
GO:0043023	24	27	18	36	41	57
GO:0043024	6	3	5	11	10	17
GO:0043025	3	4	2	8	7	5
GO:0043027	2	2	2	7	7	5
GO:0043030	0	0	0	0	0	1
GO:0043033	0	0	0	1	0	0
GO:0043039	4	4	6	1	4	7
GO:0043041	0	0	1	0	0	0
GO:0043042	2	3	2	1	1	3
GO:0043044	0	0	1	0	2	1
GO:0043045	0	0	1	0	0	0
GO:0043046	0	1	0	0	0	0
GO:0043047	0	0	0	0	1	0
GO:0043048	0	0	0	0	0	1
GO:0043051	0	0	0	0	1	1
GO:0043052	2	2	1	2	0	1
GO:0043065	4	2	0	9	4	7
GO:0043066	5	7	3	12	14	11
GO:0043067	0	0	0	0	1	1
GO:0043069	1	1	1	2	1	2
GO:0043083	1	2	0	1	2	1
GO:0043085	2	2	2	3	1	2
GO:0043086	0	1	0	1	4	4
GO:0043087	1	1	1	2	3	1
GO:0043090	4	5	6	10	13	20
GO:0043093	80	82	65	103	101	135
GO:0043094	1	5	4	7	3	2
GO:0043097	0	0	2	0	1	1
GO:0043100	0	0	2	3	1	0
GO:0043101	1	0	1	1	2	2
GO:0043102	12	7	6	9	6	7
GO:0043103	3	7	5	8	6	4
GO:0043107	78	84	64	81	67	60
GO:0043108	13	18	19	34	32	33
GO:0043115	7	7	5	11	16	18
GO:0043116	2	2	2	3	1	2
GO:0043117	2	2	2	3	1	2
GO:0043130	0	0	0	5	2	3
GO:0043135	1	1	0	0	0	0
GO:0043136	0	0	2	1	0	2
GO:0043137	4	0	0	6	11	18
GO:0043138	24	24	19	50	57	80
GO:0043139	2	4	5	17	15	13
GO:0043152	0	1	0	0	0	0
GO:0043154	2	3	2	7	6	5
GO:0043157	4	1	2	4	4	4
GO:0043158	5	1	1	5	8	7
GO:0043159	0	0	0	1	0	0
GO:0043161	8	1	1	10	6	6
GO:0043162	0	0	0	0	1	1
GO:0043164	3	3	1	4	0	1
GO:0043165	43	51	35	53	37	47
GO:0043167	2	1	2	3	3	1
GO:0043169	0	2	1	3	2	1
GO:0043171	5	5	14	31	33	23
GO:0043175	4	7	5	11	7	14
GO:0043177	15	19	9	9	14	22
GO:0043178	0	3	2	6	4	6
GO:0043186	0	0	0	0	0	2
GO:0043190	261	260	155	338	368	480
GO:0043195	1	0	0	2	3	1
GO:0043196	0	0	1	1	0	0
GO:0043197	2	3	1	3	4	3
GO:0043198	2	3	0	2	2	1
GO:0043199	1	1	0	1	0	0
GO:0043200	2	4	2	5	2	3
GO:0043201	0	1	1	1	0	1
GO:0043202	3	2	0	3	7	9
GO:0043203	0	0	0	0	1	0
GO:0043204	4	5	2	5	7	4
GO:0043208	0	2	0	2	1	0
GO:0043209	1	5	1	2	2	2
GO:0043213	15	10	12	26	16	11
GO:0043214	2	1	0	0	1	1
GO:0043215	6	7	5	16	12	22
GO:0043224	0	0	0	0	1	0
GO:0043227	2	0	0	0	0	2
GO:0043229	0	0	2	2	0	0
GO:0043231	17	16	18	42	36	47
GO:0043235	0	0	1	0	2	1
GO:0043236	0	0	0	2	2	1
GO:0043242	0	0	0	0	1	1
GO:0043245	0	0	0	1	0	0
GO:0043247	0	0	0	0	0	1
GO:0043248	0	0	0	1	0	0
GO:0043249	1	0	0	0	1	1
GO:0043277	0	0	0	0	1	0
GO:0043278	1	2	0	1	2	1
GO:0043279	0	0	1	0	0	0
GO:0043280	2	2	1	1	0	0
GO:0043295	11	5	8	2	1	1
GO:0043312	7	7	5	8	19	13
GO:0043327	1	3	2	1	1	1
GO:0043328	0	0	0	1	1	0
GO:0043332	1	0	0	1	0	0
GO:0043333	16	16	12	32	26	21
GO:0043335	16	15	7	25	17	20
GO:0043337	8	4	3	7	2	0
GO:0043338	1	0	1	3	5	8
GO:0043362	0	0	0	0	1	1
GO:0043364	0	0	2	10	9	7
GO:0043365	0	0	0	0	1	3
GO:0043367	0	0	0	1	0	0
GO:0043386	0	2	1	1	0	0
GO:0043392	0	0	0	1	0	1
GO:0043393	0	0	0	1	0	0
GO:0043394	0	0	0	0	1	1
GO:0043407	1	0	0	0	0	1
GO:0043409	1	0	0	0	0	2
GO:0043410	0	0	1	0	0	0
GO:0043414	0	0	0	0	0	2
GO:0043418	2	4	2	3	4	1
GO:0043419	2	3	0	2	2	3
GO:0043420	7	9	8	19	17	16
GO:0043421	2	1	1	0	0	0
GO:0043424	0	0	0	0	1	0
GO:0043427	20	27	19	31	30	27
GO:0043430	0	1	0	0	0	0
GO:0043433	0	0	0	0	0	1
GO:0043434	3	5	1	4	3	1
GO:0043442	1	0	0	0	0	1
GO:0043443	3	1	1	1	1	7
GO:0043448	15	8	9	7	2	1
GO:0043458	2	1	1	2	0	0
GO:0043461	0	1	1	1	0	1
GO:0043469	0	0	0	2	1	1
GO:0043470	0	1	0	0	0	0
GO:0043484	0	1	1	1	0	0
GO:0043486	0	0	0	1	0	1
GO:0043488	1	1	1	0	1	1
GO:0043489	2	2	0	2	1	0
GO:0043491	0	1	2	3	2	3
GO:0043493	0	0	2	4	3	1
GO:0043495	1	2	2	2	1	0
GO:0043504	0	0	0	0	0	1
GO:0043508	0	0	0	0	2	1
GO:0043523	0	0	0	1	1	0
GO:0043524	1	2	0	2	6	3
GO:0043525	0	0	0	0	0	1
GO:0043527	0	0	2	4	1	3
GO:0043529	0	0	0	0	0	1
GO:0043530	2	2	1	0	1	2
GO:0043531	13	9	10	18	16	21
GO:0043541	0	0	0	0	1	3
GO:0043544	0	0	0	1	0	0
GO:0043545	2	0	0	0	0	0
GO:0043546	85	128	92	178	198	213
GO:0043547	0	1	0	1	4	3
GO:0043559	1	1	0	0	0	0
GO:0043562	3	6	2	4	3	4
GO:0043565	210	197	193	424	291	333
GO:0043568	0	0	0	1	0	0
GO:0043571	0	0	1	0	1	0
GO:0043583	0	0	0	1	0	0
GO:0043588	3	2	0	1	1	2
GO:0043590	18	26	24	46	54	36
GO:0043594	0	0	0	0	1	1
GO:0043596	1	5	3	10	4	1
GO:0043604	3	2	3	3	2	6
GO:0043605	6	3	5	4	5	9
GO:0043618	0	0	1	1	0	0
GO:0043619	1	1	1	1	0	0
GO:0043620	0	0	0	0	0	1
GO:0043621	15	7	7	19	18	28
GO:0043624	0	0	0	1	0	0
GO:0043627	6	2	0	5	4	3
GO:0043629	0	0	0	0	0	1
GO:0043639	1	0	0	0	0	0
GO:0043640	7	3	0	1	1	5
GO:0043642	0	9	5	3	2	0
GO:0043649	0	0	0	0	1	0
GO:0043651	0	0	2	0	2	2
GO:0043679	1	2	0	1	3	2
GO:0043682	3	8	8	17	25	29
GO:0043683	42	45	25	47	25	23
GO:0043684	0	0	0	0	0	1
GO:0043686	0	2	1	6	8	6
GO:0043687	17	16	7	19	7	14
GO:0043693	1	1	0	4	0	2
GO:0043694	1	1	2	0	0	0
GO:0043708	0	6	8	7	5	8
GO:0043709	6	8	7	14	16	10
GO:0043714	8	10	11	13	27	38
GO:0043715	3	1	0	0	1	0
GO:0043716	3	1	0	6	8	12
GO:0043717	0	0	0	1	2	4
GO:0043718	5	5	1	4	11	5
GO:0043720	10	9	8	22	16	16
GO:0043721	1	1	1	16	22	32
GO:0043726	7	5	3	2	3	3
GO:0043727	1	0	0	1	1	3
GO:0043731	2	0	0	1	0	0
GO:0043734	0	0	0	2	1	2
GO:0043737	3	5	4	8	16	22
GO:0043739	0	0	0	0	1	1
GO:0043740	2	0	0	0	1	0
GO:0043743	7	8	7	11	12	13
GO:0043744	3	0	1	4	3	2
GO:0043748	0	5	4	10	9	3
GO:0043750	6	8	7	15	12	27
GO:0043751	1	2	2	1	3	2
GO:0043754	3	3	5	5	2	1
GO:0043755	3	2	2	7	4	8
GO:0043756	0	0	0	0	1	0
GO:0043758	16	18	15	53	89	120
GO:0043759	2	2	2	1	0	0
GO:0043761	3	1	0	1	0	0
GO:0043766	0	0	0	0	1	3
GO:0043767	0	0	0	6	9	8
GO:0043768	0	0	0	1	0	0
GO:0043770	36	40	26	65	69	68
GO:0043772	7	13	10	20	38	75
GO:0043774	1	0	1	2	1	2
GO:0043776	2	0	0	2	2	1
GO:0043777	1	2	0	2	2	1
GO:0043778	2	1	1	2	0	1
GO:0043779	3	0	0	1	1	1
GO:0043780	1	3	1	2	2	0
GO:0043781	2	3	0	0	0	0
GO:0043783	9	3	4	8	7	7
GO:0043785	1	1	0	6	5	8
GO:0043791	0	0	3	14	30	27
GO:0043792	2	0	0	2	3	3
GO:0043794	1	1	4	6	4	3
GO:0043795	5	11	1	15	40	39
GO:0043796	0	0	0	1	1	1
GO:0043798	5	6	5	18	21	30
GO:0043799	8	6	4	12	9	7
GO:0043800	0	1	1	1	4	5
GO:0043801	4	4	3	10	8	16
GO:0043802	1	0	1	1	1	2
GO:0043805	4	7	10	35	70	85
GO:0043807	6	9	10	67	91	125
GO:0043810	2	3	0	1	1	1
GO:0043811	7	17	7	19	24	35
GO:0043814	8	8	2	4	4	6
GO:0043815	0	0	0	0	1	1
GO:0043816	0	1	0	0	1	3
GO:0043817	1	1	0	3	6	6
GO:0043818	0	0	0	1	0	1
GO:0043819	0	0	0	1	1	1
GO:0043824	1	1	0	0	0	0
GO:0043833	0	2	1	15	11	23
GO:0043834	4	6	15	89	115	122
GO:0043842	8	10	6	14	10	9
GO:0043846	1	2	1	2	1	1
GO:0043852	0	0	3	15	29	27
GO:0043856	10	14	12	34	17	21
GO:0043857	4	4	3	0	2	1
GO:0043863	1	2	0	8	15	14
GO:0043864	27	14	11	18	24	19
GO:0043866	4	1	1	3	0	1
GO:0043870	5	1	2	2	2	4
GO:0043873	2	3	4	7	8	7
GO:0043874	3	1	0	0	0	0
GO:0043876	0	0	1	3	2	3
GO:0043877	0	0	0	1	0	0
GO:0043878	11	16	13	17	13	6
GO:0043879	1	2	2	0	1	1
GO:0043880	8	6	3	3	3	2
GO:0043884	0	2	1	21	24	38
GO:0043885	0	4	4	21	34	35
GO:0043886	1	3	3	3	9	3
GO:0043887	0	0	0	0	0	3
GO:0043890	4	5	3	7	7	10
GO:0043892	0	0	0	0	2	0
GO:0043894	0	1	0	2	1	0
GO:0043897	0	0	0	0	0	1
GO:0043899	2	3	0	2	0	1
GO:0043902	1	1	0	0	0	0
GO:0043904	0	1	0	1	1	0
GO:0043906	0	1	1	3	4	3
GO:0043907	1	0	0	2	2	0
GO:0043908	9	9	10	18	23	27
GO:0043909	0	0	0	0	1	0
GO:0043914	0	1	1	6	5	3
GO:0043915	0	0	0	0	2	5
GO:0043916	7	10	5	14	12	10
GO:0043917	0	0	1	2	9	9
GO:0043918	0	0	0	1	0	0
GO:0043919	0	0	0	1	0	0
GO:0043928	2	0	0	0	2	3
GO:0043931	0	0	0	0	1	0
GO:0043934	0	0	2	2	1	0
GO:0043936	0	0	1	2	1	0
GO:0043937	1	1	1	1	0	0
GO:0043939	0	0	0	2	2	1
GO:0043945	0	0	1	2	1	0
GO:0043949	9	8	6	14	9	7
GO:0043950	0	0	0	1	0	0
GO:0043951	2	2	2	3	1	2
GO:0043952	40	44	34	80	102	115
GO:0043953	34	31	29	46	55	74
GO:0043955	0	0	0	1	0	0
GO:0043956	20	24	22	61	53	63
GO:0043957	4	3	0	2	1	0
GO:0043958	3	4	3	9	9	11
GO:0043959	0	2	2	5	4	3
GO:0043961	12	14	10	16	24	20
GO:0043966	0	0	0	0	0	1
GO:0043970	0	0	0	0	1	3
GO:0043981	0	2	0	0	0	0
GO:0043982	0	2	0	0	0	0
GO:0043984	0	2	0	1	1	0
GO:0043998	0	0	0	1	0	1
GO:0044001	0	0	0	0	2	2
GO:0044010	8	13	13	15	12	15
GO:0044020	0	0	1	1	2	1
GO:0044026	0	0	1	0	0	0
GO:0044030	0	0	0	2	2	1
GO:0044038	3	7	3	16	16	31
GO:0044074	0	0	2	0	0	1
GO:0044096	47	46	32	62	52	51
GO:0044097	0	0	0	0	0	1
GO:0044101	2	5	3	5	2	0
GO:0044103	0	3	0	0	0	0
GO:0044105	6	3	0	2	1	0
GO:0044161	0	2	5	7	7	5
GO:0044167	3	3	3	2	2	2
GO:0044178	3	3	3	2	2	2
GO:0044179	9	14	8	17	11	9
GO:0044183	2	2	2	2	3	5
GO:0044205	91	105	91	171	188	225
GO:0044206	6	15	11	15	17	19
GO:0044208	22	28	24	53	58	66
GO:0044209	22	24	19	41	42	55
GO:0044210	23	23	24	47	60	77
GO:0044211	0	2	3	7	5	7
GO:0044218	0	1	0	2	0	0
GO:0044220	2	1	1	2	3	1
GO:0044222	0	13	8	14	13	2
GO:0044224	0	0	0	0	2	2
GO:0044233	2	0	1	0	1	0
GO:0044237	1	0	0	0	0	0
GO:0044238	11	10	8	15	12	25
GO:0044241	0	0	0	1	0	0
GO:0044242	1	2	2	2	0	1
GO:0044245	0	1	0	0	0	0
GO:0044248	0	1	0	0	0	0
GO:0044249	0	0	1	3	7	7
GO:0044255	8	7	7	6	7	8
GO:0044257	1	1	0	0	0	0
GO:0044262	11	15	9	27	34	37
GO:0044264	2	4	3	4	2	2
GO:0044267	0	1	0	1	2	0
GO:0044273	5	2	0	0	0	0
GO:0044275	0	0	1	0	0	0
GO:0044291	0	0	1	1	0	1
GO:0044297	1	2	0	2	5	3
GO:0044305	0	0	0	0	0	1
GO:0044306	1	0	0	1	0	0
GO:0044311	0	0	0	1	0	0
GO:0044316	0	0	1	0	0	1
GO:0044318	6	11	11	14	21	21
GO:0044322	0	0	1	0	0	0
GO:0044325	0	0	0	1	4	4
GO:0044335	0	0	0	1	0	0
GO:0044340	0	0	0	1	0	0
GO:0044341	8	8	5	11	16	16
GO:0044342	0	0	0	0	1	2
GO:0044355	0	0	0	4	2	0
GO:0044384	0	0	0	0	0	1
GO:0044385	1	1	1	0	0	0
GO:0044387	1	1	1	2	0	0
GO:0044388	0	0	0	0	1	0
GO:0044389	0	1	0	0	2	1
GO:0044390	0	0	0	0	1	0
GO:0044406	0	1	1	2	3	0
GO:0044409	1	1	3	4	7	4
GO:0044416	0	0	0	3	2	2
GO:0044466	0	0	0	0	1	0
GO:0044539	1	1	0	1	0	0
GO:0044540	4	5	3	5	5	1
GO:0044550	1	1	0	1	1	3
GO:0044569	0	1	3	1	3	8
GO:0044571	19	15	13	36	40	56
GO:0044572	1	0	0	0	0	0
GO:0044594	6	6	10	9	7	6
GO:0044597	1	0	0	0	0	0
GO:0044598	2	3	3	2	0	1
GO:0044602	1	3	2	6	1	5
GO:0044603	1	3	3	6	1	5
GO:0044604	0	0	0	0	0	1
GO:0044615	0	0	0	1	0	0
GO:0044648	0	0	1	1	2	0
GO:0044659	1	1	2	18	3	2
GO:0044665	0	0	0	0	0	1
GO:0044666	0	0	0	0	1	0
GO:0044667	0	2	0	1	0	1
GO:0044671	4	4	1	5	9	6
GO:0044682	0	1	2	6	6	5
GO:0044683	0	0	4	5	20	12
GO:0044684	0	0	1	0	1	2
GO:0044686	0	0	0	0	2	2
GO:0044687	0	0	0	1	2	2
GO:0044689	11	11	5	3	1	4
GO:0044696	0	0	2	0	0	1
GO:0044715	9	7	5	7	5	3
GO:0044716	5	5	5	7	5	3
GO:0044718	5	6	7	4	0	0
GO:0044732	0	0	1	0	0	1
GO:0044773	0	0	1	1	0	0
GO:0044776	0	1	1	1	0	2
GO:0044780	17	25	15	48	33	33
GO:0044781	17	25	11	36	25	19
GO:0044791	0	0	0	1	0	0
GO:0044794	0	0	0	1	0	0
GO:0044795	0	0	0	1	1	0
GO:0044799	1	1	3	6	0	0
GO:0044806	1	1	0	1	0	0
GO:0044826	17	32	29	71	43	44
GO:0044830	0	0	0	1	4	3
GO:0044853	0	0	0	4	1	1
GO:0044860	0	0	1	1	0	1
GO:0044873	10	9	11	16	12	4
GO:0044874	23	9	11	14	10	12
GO:0044875	10	10	11	7	2	1
GO:0044877	8	18	6	18	19	20
GO:0045002	0	1	0	0	0	0
GO:0045003	0	0	0	0	0	1
GO:0045004	2	3	2	2	2	2
GO:0045005	0	0	0	1	0	1
GO:0045007	0	0	0	2	0	0
GO:0045008	0	0	0	2	1	1
GO:0045014	0	1	0	1	0	0
GO:0045017	0	1	0	0	0	0
GO:0045022	0	0	0	0	1	1
GO:0045027	2	2	2	6	8	7
GO:0045036	0	0	0	0	0	1
GO:0045037	0	0	0	0	0	1
GO:0045038	0	0	0	0	0	1
GO:0045040	0	0	0	0	1	0
GO:0045041	0	0	0	0	1	0
GO:0045047	0	0	0	0	2	5
GO:0045048	0	0	0	0	0	1
GO:0045055	0	2	0	1	1	0
GO:0045071	0	0	0	1	0	0
GO:0045087	2	6	6	11	4	12
GO:0045088	0	0	0	0	0	1
GO:0045111	1	0	0	0	0	0
GO:0045116	1	1	0	0	0	0
GO:0045120	0	0	0	0	1	0
GO:0045121	3	8	3	10	8	4
GO:0045122	1	0	0	0	0	0
GO:0045127	0	1	2	4	4	4
GO:0045128	0	0	0	0	0	1
GO:0045129	0	0	1	0	1	0
GO:0045138	1	0	0	1	0	2
GO:0045140	0	1	0	0	0	0
GO:0045145	2	1	1	2	0	0
GO:0045148	0	1	1	0	2	1
GO:0045150	27	27	23	65	77	81
GO:0045151	10	6	4	4	4	1
GO:0045152	6	2	2	6	3	3
GO:0045158	5	15	23	28	12	6
GO:0045171	0	0	0	1	0	1
GO:0045174	1	2	1	0	0	0
GO:0045177	4	3	4	9	10	6
GO:0045178	0	0	0	1	1	0
GO:0045184	1	1	0	1	2	1
GO:0045185	0	1	0	0	0	1
GO:0045200	0	0	0	0	0	1
GO:0045202	6	6	6	11	7	11
GO:0045203	1	1	0	4	1	2
GO:0045211	4	0	7	4	6	8
GO:0045214	0	1	0	2	0	1
GO:0045225	0	0	0	0	1	0
GO:0045226	13	25	16	49	47	56
GO:0045227	29	39	37	54	55	68
GO:0045228	3	6	5	10	8	5
GO:0045232	10	30	23	42	56	84
GO:0045239	8	6	7	13	9	6
GO:0045250	0	2	1	0	0	0
GO:0045252	9	9	4	12	11	14
GO:0045254	8	7	9	9	24	15
GO:0045261	60	66	61	105	94	103
GO:0045263	40	47	36	71	54	65
GO:0045271	3	4	2	7	4	8
GO:0045272	5	6	6	14	22	20
GO:0045273	4	5	3	4	2	1
GO:0045275	8	5	6	5	8	3
GO:0045277	10	4	6	3	2	1
GO:0045278	4	7	5	6	4	1
GO:0045281	9	9	6	8	5	7
GO:0045282	1	2	0	3	5	2
GO:0045284	11	17	8	13	10	12
GO:0045296	3	3	3	1	1	1
GO:0045300	0	2	1	1	0	1
GO:0045301	3	1	0	0	0	0
GO:0045303	1	3	2	2	3	5
GO:0045312	1	0	0	1	0	0
GO:0045321	0	0	0	0	1	0
GO:0045322	0	0	0	1	1	0
GO:0045329	3	0	2	2	0	1
GO:0045330	0	0	1	0	0	0
GO:0045332	0	0	0	0	1	1
GO:0045333	7	14	9	22	30	35
GO:0045335	5	12	6	20	11	12
GO:0045337	8	6	4	8	5	5
GO:0045338	5	4	3	3	3	0
GO:0045340	17	25	14	28	16	14
GO:0045429	3	2	3	6	9	9
GO:0045437	6	5	6	10	13	11
GO:0045439	1	3	4	10	6	5
GO:0045444	6	2	3	2	2	0
GO:0045454	84	98	71	123	117	122
GO:0045461	2	1	1	1	4	4
GO:0045467	1	0	0	0	0	0
GO:0045471	6	8	0	7	3	4
GO:0045475	0	0	0	0	1	1
GO:0045476	0	0	0	0	1	1
GO:0045477	0	0	0	0	1	1
GO:0045480	0	1	0	1	0	0
GO:0045484	1	4	7	16	22	16
GO:0045490	2	0	2	13	19	18
GO:0045491	0	0	0	2	0	0
GO:0045492	0	0	0	1	0	0
GO:0045493	7	6	4	23	16	16
GO:0045494	4	1	0	1	3	1
GO:0045499	0	1	0	1	0	0
GO:0045540	0	0	0	0	1	0
GO:0045542	1	0	0	1	1	4
GO:0045548	0	0	0	1	1	0
GO:0045550	5	2	3	16	23	33
GO:0045552	11	10	6	10	8	11
GO:0045581	0	0	0	0	1	0
GO:0045595	0	0	0	0	1	0
GO:0045598	0	0	0	1	1	1
GO:0045599	0	0	0	1	1	1
GO:0045600	0	2	2	3	8	8
GO:0045602	0	2	0	0	0	0
GO:0045604	0	0	0	0	0	1
GO:0045611	0	0	0	1	1	1
GO:0045616	0	0	1	0	0	2
GO:0045648	1	1	1	0	1	1
